,Scheme_Name,Rating,Category,Launch_Date,Expense_Ratio,ret_1yr,AUM,Sortino_Ratio,Beta,Alpha,ret_3yr,ret_5yr,x,y,Scheme_Code
130479,BNP PARIBAS OVERNIGHT FUND -- DIRECT PLAN - GROWTH OPTION,* * *,EQ-MLC,1/1/2013,0.83,-10.35,778.09,0.82,0.94,-0.58,13.6,17.29,-22.620141983032227,16.09984588623047,130479
130493,DSP BlackRock Global Allocation Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,-12.408305168151855,-2.7956149578094482,130493
130498,HDFC Large Cap Fund - Direct Growth Plan,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93,-1.7410119771957397,-37.26130294799805,130498
130503,HDFC Small Cap Fund - Direct Growth Plan,Unrated,EQ-MLC,2/25/2016,1.32,-6.42,595.98,-,-,-,-,-,-4.0040082931518555,-15.14509105682373,130503
130543,HDFC Dynamic PE Ratio Fund of Funds - Direct Growth,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06,6.3750810623168945,-16.800111770629883,130543
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,-1.5147017240524292,27.81989097595215,130722
130773,Axis Enhanced Arbitrage Fund - Direct Plan - Growth,Unrated,EQ-MC,2/27/2017,-,-4.33,1168.85,-,-,-,-,-,-26.523147583007812,9.790138244628906,130773
130825,L&T Business Cycles Fund - Direct Plan - Growth,Unrated,EQ-THEMATIC,8/20/2014,1.55,-19.76,741.47,0.35,1.14,-4.69,11.91,-,12.248745918273926,-28.17120933532715,130825
130860,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,Unrated,EQ-INTL,8/26/2014,1.25,4.67,15.47,0.21,-,-,11.42,-,-16.955528259277344,-5.548422813415527,130860
130861,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,Unrated,EQ-INTL,8/26/2014,1.25,4.67,15.47,0.21,-,-,11.42,-,-16.955589294433594,-5.548437118530273,130861
131061,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-,15.72107219696045,25.44913673400879,131061
131301,DSP BlackRock 10Y G-Sec Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,14.849608421325684,26.077152252197266,131301
131355,IDFC DEF_Direct Plan_Growth,* * * *,EQ-L&MC,1/1/2013,0.72,-8.62,2825.78,0.79,0.92,0.5,16.69,14.65,-6.5336737632751465,-10.653791427612305,131355
131373,Kotak Equity Savings Fund - Direct - Growth,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25,4.040021896362305,-1.8435256481170654,131373
131580,IIFL India Growth Fund-Direct Plan-Growth,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-,19.622465133666992,-21.607330322265625,131580
131581,IIFL India Growth Fund - Direct Plan - Dividend,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-,19.622587203979492,-21.604249954223633,131581
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.082850456237793,-5.318321704864502,131670
131865,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.693035125732422,-6.104470252990723,131865
131898,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.582609176635742,22.664608001708984,131898
132009,Aditya Birla Sun Life Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,1.35,19.92,16.01,-0.22,-,-,6.2,5.05,-7.973934173583984,13.03255844116211,132009
132140,Aditya Birla Sun Life Global Commodities Fund - Direct plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.44,-1.48,2.86,0.54,-,-,10.41,-1.99,-3.310931444168091,13.306021690368652,132140
132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,6.005207538604736,0.10689212381839752,132183
132185,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,5.533780574798584,-4.886745452880859,132185
132186,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,3.0750348567962646,-9.895441055297852,132186
132756,Tata India Tax Savings Fund-Growth-Direct Plan,* * * *,EQ-ELSS,1/1/2013,0.98,-4.64,1575.28,0.66,1.08,0.05,17.37,19.79,6.04691219329834,-12.307973861694336,132756
132989,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72,6.35909366607666,-2.615506172180176,132989
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,4.718892574310303,-5.316577434539795,132995
133035,Kotak Balance - Direct Growth,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9,4.20753812789917,-8.457839012145996,133035
133181,Indiabulls Arbitrage Fund - Direct Plan - Growth Option,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-,-26.199981689453125,14.590652465820312,133181
133265,Reliance Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option,* * *,EQ-MLC,1/1/2013,1.4,-14.67,4165.21,0.51,1.08,-1.83,15.17,21.19,17.794153213500977,23.207355499267578,133265
133386,MOFLTE - Direct Plan - Growth Option,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,11.685623168945312,-6.949585437774658,133386
133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,Unrated,EQ-THEMATIC,1/31/2015,1.79,-14.73,623.43,0.6,1.01,-1.6,-,-,1.570034146308899,-14.536469459533691,133516
133568,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,* *,EQ-MLC,2/11/2015,1.27,-9.84,1366.07,0.45,1,-2.76,13.55,-,13.927785873413086,-25.273305892944336,133568
133569,Reliance Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,* *,EQ-MLC,2/11/2015,1.27,-9.84,1366.07,0.45,1,-2.76,13.55,-,9.405220031738281,7.201080322265625,133569
133604,L&T Resurgent India Corporate Bond Fund - Direct Plan - Growth,* * * * *,EQ-MC,1/1/2013,0.93,-15.1,3664.83,0.72,0.9,1.7,17.7,24.25,1.5071966648101807,21.850448608398438,133604
133629,Reliance Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option,* *,EQ-MLC,2/11/2015,1.27,-9.84,1366.07,0.45,1,-2.76,13.55,-,9.405220985412598,7.201056957244873,133629
133630,Reliance Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option,* *,EQ-MLC,2/11/2015,1.27,-9.84,1366.07,0.45,1,-2.76,13.55,-,13.927828788757324,-25.27402687072754,133630
133710,LIC MF Midcap Fund-Direct Plan-Growth,*,EQ-LC,1/1/2013,1.47,0.49,259.1,0.6,0.95,-2.06,13.7,12.99,0.9888832569122314,-13.738519668579102,133710
133714,HSBC Global Consumer Opportunities Fund - Growth Direct,Unrated,EQ-INTL,2/23/2015,1.67,5.06,3.71,0.67,-,-,14.01,-,-12.221535682678223,-6.4991135597229,133714
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6,-6.7139997482299805,30.081125259399414,133791
133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,Unrated,EQ-MLC,8/27/2018,-,-,32.04,-,-,-,-,-,3.6837031841278076,-16.163578033447266,133801
133810,Kotak Low Duration Fund- Direct Plan- Growth Option,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,-13.677974700927734,29.253475189208984,133810
133816,Kotak World Gold Fund- Direct Plan- Growth Option,Unrated,EQ-INTL,1/1/2013,1.21,-3.08,33.93,0.62,-,-,1.02,-4.31,-4.483528137207031,8.558847427368164,133816
133831,Kotak US Equity Fund - Direct Plan - Growth option,Unrated,EQ-INTL,12/13/2013,0.9,11.11,8.83,0.73,-,-,14.3,10.82,-12.78566837310791,-2.0919079780578613,133831
133839,DHFL Pramerica Diversified Equity Fund - Direct Plan - Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-,9.607481956481934,-27.464229583740234,133839
133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,* * * * *,EQ-S BANK,2/24/2015,1.65,9.2,626.06,1.25,0.93,3.8,27.5,-,1.9666118621826172,-8.72652816772461,133859
133925,DSP BlackRock Low Duration Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,-14.658020973205566,27.64361000061035,133925
134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,19.708724975585938,-32.91682434082031,134017
134045,Baroda Pioneer ELSS 96 Plan B(Direct) -Growth Option,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,1.2059953212738037,-32.3195686340332,134045
134110,SBI Dynamic Asset Allocation Fund - Direct Plan - Growth,*,EQ-VAL,1/1/2013,1.6,-15.98,1470.03,0.34,0.8,-5.11,11,13.21,14.621735572814941,-8.154361724853516,134110
134363,Sundaram Banking & PSU Debt Fund - Direct Growth,Unrated,EQ-MLC,9/28/2018,0.68,-,45.71,-,-,-,-,-,-1.4697575569152832,26.453369140625,134363
134387,Aditya Birla Sun Life Corporate Bond Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,1.3,2.19,6.82,0.38,-,-,7.75,4.24,-3.513709783554077,30.491989135742188,134387
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,* * * * *,EQ-ELSS,1/1/2013,1.9,-8.19,8.47,0.89,0.96,1.34,15.86,21.01,15.195796966552734,19.052043914794922,134494
134503,UTI Medium Term Fund - Direct Plan - Growth Option,* * *,EQ-LC,1/1/2013,1.42,0.08,5576.82,0.78,0.94,-0.96,15.05,15.06,-2.1772961616516113,27.09954833984375,134503
134547,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,* * *,EQ-ELSS,12/23/2008,1.29,-1.86,72.96,0.84,0.81,-0.05,14.47,14.64,0.9743802547454834,22.79990005493164,134547
134552,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,* * *,EQ-ELSS,12/23/2008,1.29,-1.86,72.96,0.84,0.81,-0.05,14.47,14.64,0.9745691418647766,22.799909591674805,134552
134594,Reliance Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,Unrated,EQ-T Consumption,1/1/2013,1.23,-10,74.66,0.02,0.83,-6.03,8.2,12,4.072272300720215,-11.133481979370117,134594
134595,Reliance Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,Unrated,EQ-T Consumption,1/1/2013,1.23,-10,74.66,0.02,0.83,-6.03,8.2,12,4.07228422164917,-11.133459091186523,134595
134643,SBI Equity Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,10/26/2015,-,-12.47,15.75,0.69,0.98,0.65,16.2,-,5.163957595825195,-1.407081127166748,134643
134813,Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth,Unrated,EQ-S Pharma,6/25/2018,0.82,-,324.62,-,-,-,-,-,2.4822142124176025,-11.098621368408203,134813
134923,Reliance US Equity Opportunites Fund- Direct Plan- Growth Plan- Growth Option,* *,EQ-ELSS,1/1/2013,1.25,-22.71,9799.3,0.33,1.16,-5.28,10.6,16.99,-12.328339576721191,-2.9037740230560303,134923
135120,Axis Equity Saver Fund - Direct Plan - Growth,Unrated,EQ-MLC,7/28/2017,-,5.97,89.87,-,-,-,-,-,4.343569755554199,-10.18919849395752,135120
135341,Indiabulls Value Discovery Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-,14.231514930725098,-23.079227447509766,135341
135601,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-,9.300832748413086,-27.613868713378906,135601
135654,Essel Long Term Advantage Fund- Direct Plan- Growth Option,* * * *,EQ-ELSS,12/30/2015,0.72,-1.12,52.58,0.68,0.85,0.35,14.6,-,11.73032283782959,-24.294742584228516,135654
135677,Essel Large & Midcap Fund- Direct Plan- Growth Option,Unrated,EQ-L&MC,12/7/2015,0.69,-4.35,96.2,0.79,0.9,0.72,16.5,-,8.328242301940918,-15.300009727478027,135677
135689,Indiabulls Savings Income Fund-Direct Plan-Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79,-17.32940673828125,6.088344573974609,135689
135749,Principal Aseet Allocation Fund of Funds - Aggressive Plan - Direct Sub-Plan - Growth,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,3.045591354370117,-18.718835830688477,135749
135751,Principal Asset Allocation Fund of Funds - Conservative Plan - Direct Sub-Plan - Growth,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,3.8303375244140625,1.2841160297393799,135751
135753,Principal Asset Allocation Fund of Funds - Moderate Plan - Direct Sub-Plan - Growth,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,1.717171549797058,-11.430276870727539,135753
135762,Axis Children's Gift Fund - Lock in - Direct Growth,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,-6.643852710723877,-10.347635269165039,135762
135764,Axis Children's Gift Fund - without Lock in - Direct Growth,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,-6.632350921630859,-10.343681335449219,135764
135781,Mirae Asset Tax Saver Fund-Direct Plan -Growth,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,0.5383520126342773,-12.734617233276367,135781
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,* * * *,EQ-S BANK,12/18/2015,1.12,1.48,253.78,1.21,0.92,1.56,24.68,-,-2.304774284362793,-11.148228645324707,135793
135800,Tata Digital India Fund-Direct Plan-Growth,Unrated,EQ-S IT,12/28/2015,0.97,26.7,409.87,1.32,0.95,2.17,18.46,-,-17.581769943237305,-0.14899754524230957,135800
135805,Tata India Consumer Fund-Direct Plan-Growth,Unrated,EQ-T Consumption,12/28/2015,0.67,-1.85,1396.2,1.06,1.01,7.42,25.07,-,-3.6647417545318604,-12.733006477355957,135805
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,Unrated,EQ-S Pharma,12/28/2015,1.06,-1.89,180.65,-0.81,0.77,2.24,-2.01,-,14.33491039276123,11.674016952514648,135810
135813,Tata Resources & Energy Fund-Direct Plan-Growth,Unrated,EQ-T Energy,12/28/2015,1.09,-15.7,37.26,0.81,0.64,-4.17,12.76,-,-3.1284074783325195,-11.65755844116211,135813
135916,IDFC CBF_Direct Plan_Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-,3.326592206954956,23.368135452270508,135916
136567,DSP BlackRock Equity Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,4.818470001220703,-3.465536117553711,136567
138270,DHFL Pramerica Short Maturity Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,-3.3795580863952637,28.930377960205078,138270
138299,DHFL Pramerica Insta Cash Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82,-21.99293327331543,15.898902893066406,138299
138312,DHFL Pramerica Large Cap Fund - Direct Plan - Growth,* * *,EQ-LC,1/1/2013,1.45,-1.02,374.14,0.74,0.94,-1.67,14.21,15.4,-1.384029746055603,-35.97156524658203,138312
138330,DHFL Pramerica Premier Bond Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,3.074673652648926,23.130952835083008,138330
138358,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,-18.06757354736328,25.304777145385742,138358
138376,DHFL Pramerica Equity Income Fund - Direct Plan - Growth,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-,-3.4094057083129883,-8.701780319213867,138376
138386,DHFL Pramerica Balanced Advantage Fund - Direct Plan - Growth,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-,-0.6747516989707947,-9.489729881286621,138386
138394,DHFL Pramerica Tax Plan - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,9.132091522216797,-27.70738410949707,138394
138443,DHFL Pramerica Low Duration Fund - Direct Plan - Growth,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-,-13.153603553771973,28.74492073059082,138443
138456,DHFL Pramerica Euro Equity Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77,-14.081876754760742,-8.632442474365234,138456
138464,DHFL Pramerica Income Advantage Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82,-3.5714104175567627,-8.660065650939941,138464
138472,DHFL Pramerica Gilt Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77,9.778915405273438,21.578672409057617,138472
138509,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,-11.58508586883545,28.04150390625,138509
138528,DHFL Pramerica Global Agribusiness Offshore Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77,-14.411725044250488,-5.049465656280518,138528
138564,DHFL Pramerica Banking and PSU Debt fund- Direct Plan-Growth,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-,3.8412654399871826,22.22977638244629,138564
138659,DHFL Pramerica Inflation Indexed Bond Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82,7.742431163787842,20.322240829467773,138659
138677,DHFL Pramerica FIXED MATURITY PLAN - SERIES 47 - DIRECT PLAN -GROWTH,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77,-13.489810943603516,27.94087028503418,138677
138693,DHFL Pramerica Medium Term Income Fund- Direct Plan- Growth,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-,7.554586410522461,21.479570388793945,138693
138875,DHFL Pramerica Arbitrage Fund - Direct Plan - Growth,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-,-24.93465805053711,11.464729309082031,138875
138898,DHFL Pramerica Credit Opportunities Fund - Direct Plan - Growth,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-,-3.8773741722106934,32.02044677734375,138898
139221,Principal Arbitrage Fund - Direct Plan - Growth,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,-27.045896530151367,12.16765308380127,139221
139235,Canara Robeco Liquid -Unclaimed Redemption and Dividend Plan -Direct Growth Option,* *,EQ-S INFRA,1/2/2013,1.86,-20.86,115.01,0.13,0.92,-1.64,8.08,16.34,-21.191612243652344,15.381292343139648,139235
139257,JM High Liquidity Fund Unclaimed Redemption (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,-21.39237403869629,14.10261344909668,139257
139258,JM High Liquidity Fund Unclaimed Dividend (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,-21.385902404785156,14.101370811462402,139258
139259,JM High Liquidity Fund Unclaimed Redemption IEF (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,20.249874114990234,13.50330638885498,139259
139260,JM High Liquidity Fund Unclaimed Dividend IEF (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,0.3930845558643341,11.044031143188477,139260
139527,BOI AXA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,* * *,EQ-S INFRA,1/1/2013,1.6,-28.35,42.9,0.3,0.99,0.96,11.16,14.78,-5.327036380767822,-14.866326332092285,139527
139538,Mahindra liquid Fund - Direct Plan -Growth,* * *,EQ-ELSS,1/1/2013,1.63,-3.22,195.3,0.79,0.99,0.4,16.6,15.82,-22.033199310302734,14.090656280517578,139538
139781,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Growth,Unrated,EQ-ELSS,10/18/2016,0.62,-8.02,305.3,-,-,-,-,-,-3.346601724624634,-26.98474884033203,139781
139872,MOFDYNAMIC - Direct Plan - Growth Option,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,11.818448066711426,-6.673196315765381,139872
139971,IDBI Hybrid Equity Fund Growth Direct,Unrated,EQ-S Pharma,2/22/2019,-,-,-,-,-,-,-,-,-0.8350692987442017,-14.675701141357422,139971
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,* * *,EQ-L&MC,1/1/2013,0.88,-3.72,358.3,0.71,0.89,-0.64,15.13,16.25,-2.468735456466675,-19.90574073791504,140175
140196,Edelweiss Liquid Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,0.53,1.79,144.99,0.75,1.02,-0.67,15.78,15.24,-13.61240005493164,22.016780853271484,140196
140220,Edelweiss Low Duration Fund - Direct Plan - Growth Option,* *,EQ-ELSS,1/21/2013,0.59,-8.57,77.6,0.48,0.95,-2.71,12.74,14.38,-13.623035430908203,21.77338409423828,140220
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,* * *,EQ-MC,1/1/2013,0.74,-17.05,795.72,0.49,0.9,-1.63,14.52,22.3,-4.821181297302246,-16.43039894104004,140228
140237,Edelweiss Dynamic Bond Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54,15.581528663635254,17.166776657104492,140237
140241,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option,Unrated,EQ-SC,2/1/2019,-,-,59.44,-,-,-,-,-,-2.550246238708496,-20.172304153442383,140241
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.76,-3.09,59.26,0.75,-,-,17.93,9.62,-11.545964241027832,-6.280782699584961,140243
140251,Edelweiss Short Term Fund - Direct Plan -  Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-,-14.955268859863281,33.042728424072266,140251
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54,-15.585861206054688,-3.4583747386932373,140256
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-14.267556190490723,-0.9299018383026123,140274
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54,-3.860321044921875,27.517412185668945,140286
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,Unrated,EQ-INTL,1/31/2014,0.79,-3.79,38.5,-0.18,-,-,6.14,1.21,-14.029027938842773,-9.018617630004883,140296
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/31/2014,0.79,-3.79,38.5,-0.18,-,-,6.14,1.21,-10.783990859985352,24.525545120239258,140298
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,7/7/2014,0.65,2.74,6.65,1.65,-,-,18.36,-,-11.443723678588867,-5.7871198654174805,140327
140333,Edelweiss Corporate Bond Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54,4.370027542114258,27.170080184936523,140333
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,7/7/2014,0.65,2.74,6.65,1.65,-,-,18.36,-,4.244847774505615,-0.8918322324752808,140347
140353,Edelweiss Multi-Cap Fund - Direct Plan - Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-,-4.11254358291626,-18.231937408447266,140353
140382,IDFC Hybrid Equity Fund-Direct Plan-Growth,* * *,EQ-MLC,1/1/2013,0.72,-13.17,1565.88,0.84,0.88,2.15,16.61,12.84,11.589147567749023,-11.43352222442627,140382
140386,BNP PARIBAS ENHANCED ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,-22.253328323364258,23.917278289794922,140386
140444,Mahindra Dhan Sanchay Equity Savings Yojana -Direct Plan -Growth,* * *,EQ-ELSS,1/1/2013,1.63,-3.22,195.3,0.79,0.99,0.4,16.6,15.82,11.419698715209961,-1.4085298776626587,140444
140453,Sundaram Smart Nifty 100 Equal Weight Fund - Direct Plan - Growth,Unrated,EQ-LC,1/12/2017,0.46,-10.21,20.54,-,-,-,-,-,5.7507123947143555,-18.332107543945312,140453
140461,IDBI Midcap Fund Growth Direct,Unrated,EQ-MC,2/2/2017,1.01,-14.81,214.1,-,-,-,-,-,2.4756853580474854,-16.351253509521484,140461
140603,IDFC Credit Opportunities Fund-Direct Plan-Growth,* * * *,EQ-L&MC,1/1/2013,0.72,-8.62,2825.78,0.79,0.92,0.5,16.69,14.65,3.1694514751434326,21.417959213256836,140603
