Scheme Code,Scheme Name,Rating,Category,Launch Date,Expense Ratio,ret_1yr,AUM,Sortino Ratio,Beta,Alpha,ret_3 yr,ret_5yr
138898,DHFL Pramerica Credit Opportunities Fund - Direct Plan - Growth,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-
119947,DHFL Pramerica Credit Opportunities Fund - Direct Plan- Growth Option,Unrated,EQ-SC,2/8/2019,-,-,-,-,-,-,-,-
133839,DHFL Pramerica Diversified Equity Fund - Direct Plan - Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-
120088,DHFL Pramerica Dynamic Asset Allocation Fund - Direct Plan-Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-
120084,DHFL Pramerica Dynamic Bond Fund - Direct Plan-Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-
120098,DHFL Pramerica Dynamic Monthly Income Fund - Direct Plan-Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-
138376,DHFL Pramerica Equity Income Fund - Direct Plan - Growth,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-
138456,DHFL Pramerica Euro Equity Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77
138677,DHFL Pramerica FIXED MATURITY PLAN - SERIES 47 - DIRECT PLAN -GROWTH,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77
138472,DHFL Pramerica Gilt Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77
138528,DHFL Pramerica Global Agribusiness Offshore Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.31,-2.06,3.72,-0.11,-,-,6.74,0.77
138464,DHFL Pramerica Income Advantage Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82
127967,DHFL Pramerica Income Fund - Direct Plan- Growth Option,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82
138659,DHFL Pramerica Inflation Indexed Bond Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82
138299,DHFL Pramerica Insta Cash Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82
120100,DHFL Pramerica Large Cap Equity Fund - Direct Plan-Growth Option,Unrated,EQ-INTL,1/1/2013,0.32,19.91,11.69,0.9,-,-,14.34,3.82
138312,DHFL Pramerica Large Cap Fund - Direct Plan - Growth,* * *,EQ-LC,1/1/2013,1.45,-1.02,374.14,0.74,0.94,-1.67,14.21,15.4
120104,DHFL Pramerica Liquid Fund - Direct Plan-Growth Option,Unrated,EQ-LC,3/30/2015,-,0.7,57.93,0.78,0.99,-1.15,15.38,-
135601,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-
138443,DHFL Pramerica Low Duration Fund - Direct Plan - Growth,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-
138693,DHFL Pramerica Medium Term Income Fund- Direct Plan- Growth,* * *,EQ-ELSS,12/11/2015,1.05,-2.52,308.37,0.77,0.88,0.12,15.52,-
125307,DHFL Pramerica Midcap Opportunities Fund - Direct Plan - Growth Option,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
138330,DHFL Pramerica Premier Bond Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
138270,DHFL Pramerica Short Maturity Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
138509,DHFL Pramerica Short Term Floating Rate Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
120108,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - GROWTH OPTION,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
120113,DHFL Pramerica Short Term Income Fund - Direct Plan-Growth Option,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
138394,DHFL Pramerica Tax Plan - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
120119,DHFL Pramerica Treasury Advantage Fund - Direct Plan-Growth Option,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
120129,DHFL Pramerica Ultra Short Term Bond Fund - Direct Plan-Growth Option,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
138358,DHFL Pramerica Ultra Short Term Fund - Direct Plan - Growth,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66
131301,DSP BlackRock 10Y G-Sec Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
142283,DSP BlackRock Arbitrage Fund - Direct - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
124175,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
118924,DSP BlackRock Bond Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119082,DSP BlackRock Credit Risk Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
126393,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
141877,DSP BlackRock Equal Nifty 50 Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119019,DSP BlackRock Equity & Bond Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119076,DSP BlackRock Equity Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119218,DSP BlackRock Equity Opportunities Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
136567,DSP BlackRock Equity Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119096,DSP BlackRock Focus Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
130493,DSP BlackRock Global Allocation Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119099,DSP BlackRock Government Securities Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119247,DSP BlackRock India T.I.G.E.R. Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119125,DSP BlackRock Liquidity Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
133925,DSP BlackRock Low Duration Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119071,DSP BlackRock Midcap Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119205,DSP BlackRock Money Manager Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119028,DSP BlackRock Natural Resources and New Energy Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
118994,DSP BlackRock Regular Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119106,DSP BlackRock Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119226,DSP BlackRock Short Term Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119212,DSP BlackRock Small Cap Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119239,DSP BlackRock Strategic Bond Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119242,DSP BlackRock Tax Saver Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119245,DSP BlackRock Technology.com Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119250,DSP BlackRock Top 100 Equity Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119252,DSP BlackRock US Flexible Equity Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119271,DSP BlackRock World Agriculture Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119275,DSP BlackRock World Energy Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119277,DSP BlackRock World Gold Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
119279,DSP BlackRock World Mining Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-
118936,DWS Alpha Equity Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
130994,DWS Arbitrage Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
121268,DWS Banking and PSU Debt fund- Direct Plan-Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119049,DWS Cash Opportunities Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
131136,DWS Corporate Debt Opportunities Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118965,DWS Equity Income Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
127093,DWS FIXED MATURITY PLAN - SERIES 47 - DIRECT PLAN -GROWTH,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119054,DWS Gilt Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118958,DWS Global Agribusiness Offshore Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118972,DWS Income Advantage Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
126455,DWS Inflation Indexed Bond Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119000,DWS Insta Cash Plus Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118939,DWS Investment Opportunity Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119033,DWS Low Duration Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
127423,DWS Medium Term Income Fund- Direct Plan- Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118975,DWS Premier Bond Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118982,DWS Short Maturity Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118946,DWS Tax Saving Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
118951,DWS Top Euroland Offshore Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119009,DWS Treasury Fund - Cash Plan - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119022,DWS Treasury Fund - Investment - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
119038,DWS Ultra Short Term Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
140357,Edelweiss Balanced Advantage Fund - Direct Plan - Growth Option-deactivated,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
118615,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
118648,Edelweiss Bond Fund  -Direct Plan- Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
140333,Edelweiss Corporate Bond Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
140237,Edelweiss Dynamic Bond Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
118644,Edelweiss Emerging Leaders Fund - Direct Plan- Growth,Unrated,EQ-INTL,1/1/2013,0.78,3.41,45.36,1.06,-,-,13.14,7.54
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,7/7/2014,0.65,2.74,6.65,1.65,-,-,18.36,-
118638,Edelweiss Equity Savings Advantage Fund- Direct Plan- Growth Option,Unrated,EQ-INTL,7/7/2014,0.65,2.74,6.65,1.65,-,-,18.36,-
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,7/7/2014,0.65,2.74,6.65,1.65,-,-,18.36,-
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,Unrated,EQ-INTL,1/31/2014,0.79,-3.79,38.5,-0.18,-,-,6.14,1.21
118631,Edelweiss Gilt Fund -Direct Plan-Growth Option,Unrated,EQ-INTL,1/31/2014,0.79,-3.79,38.5,-0.18,-,-,6.14,1.21
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/31/2014,0.79,-3.79,38.5,-0.18,-,-,6.14,1.21
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.76,-3.09,59.26,0.75,-,-,17.93,9.62
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,* * *,EQ-L&MC,1/1/2013,0.88,-3.72,358.3,0.71,0.89,-0.64,15.13,16.25
118617,Edelweiss Large Cap Fund - Direct Plan-Growth option,* * * *,EQ-LC,1/1/2013,0.53,1.79,144.99,0.75,1.02,-0.67,15.78,15.24
140196,Edelweiss Liquid Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,0.53,1.79,144.99,0.75,1.02,-0.67,15.78,15.24
118636,Edelweiss Liquid Fund-Direct Plan-Growth Option,* * * *,EQ-LC,1/1/2013,0.53,1.79,144.99,0.75,1.02,-0.67,15.78,15.24
118620,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,* *,EQ-ELSS,1/21/2013,0.59,-8.57,77.6,0.48,0.95,-2.71,12.74,14.38
140220,Edelweiss Low Duration Fund - Direct Plan - Growth Option,* *,EQ-ELSS,1/21/2013,0.59,-8.57,77.6,0.48,0.95,-2.71,12.74,14.38
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,* * *,EQ-MC,1/1/2013,0.74,-17.05,795.72,0.49,0.9,-1.63,14.52,22.3
118624,Edelweiss Multi-Asset Allocation Fund-Direct Plan-Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-
140353,Edelweiss Multi-Cap Fund - Direct Plan - Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-
140251,Edelweiss Short Term Fund - Direct Plan -  Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-
118646,Edelweiss Short Term Income Fund - Direct Plan- Growth Option,* * * *,EQ-MLC,1/27/2015,0.51,-3.9,218.96,0.89,1.05,1.45,18.41,-
140241,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option,Unrated,EQ-SC,2/1/2019,-,-,59.44,-,-,-,-,-
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120819,Escorts Balanced Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120821,Escorts Gilt Plan-GROWTH OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120822,Escorts Growth Plan-DIVIDEND OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120823,Escorts Growth Plan-GROWTH OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120826,Escorts High Yield Equity Plan - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120828,Escorts Income Bond-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120830,Escorts Income Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120833,Escorts Infrastructure Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120834,Escorts Leading Sectors Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120837,Escorts Liquid Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120841,Escorts Opportunities Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120843,Escorts Power & Energy Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120845,Escorts Short Term Debt Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
120847,Escorts Tax Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
119176,Essel 3 in 1 Fund-Direct Plan-Growth Option,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
119151,ESSEL FLEXIBLE INCOME FUND-DIRECT PLAN-GROWTH OPTION,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67
135677,Essel Large & Midcap Fund- Direct Plan- Growth Option,Unrated,EQ-L&MC,12/7/2015,0.69,-4.35,96.2,0.79,0.9,0.72,16.5,-
119148,Essel Large Cap Equity Fund-Direct Plan-Growth Option,* * *,EQ-LC,1/1/2013,0.78,-4.47,130.74,0.65,0.95,-1.46,14.09,14
119164,Essel Liquid Fund-Direct Plan-Growth Option,* * *,EQ-LC,1/1/2013,0.78,-4.47,130.74,0.65,0.95,-1.46,14.09,14
135654,Essel Long Term Advantage Fund- Direct Plan- Growth Option,* * * *,EQ-ELSS,12/30/2015,0.72,-1.12,52.58,0.68,0.85,0.35,14.6,-
119156,Essel Regular Savings Fund-Direct Plan-Growth Option,Unrated,EQ-MLC,7/2/2018,0.52,-,159.91,-,-,-,-,-
119168,Essel Short Term Fund-Direct Plan-Growth Option,Unrated,EQ-MLC,7/2/2018,0.52,-,159.91,-,-,-,-,-
119186,Essel Ultra Short Term Fund - Direct Plan-Growth Option,Unrated,EQ-MLC,7/2/2018,0.52,-,159.91,-,-,-,-,-
118559,Franklin Asian Equity Fund - Direct - Growth,Unrated,EQ-MLC,7/2/2018,0.52,-,159.91,-,-,-,-,-
118557,Franklin Build India Fund - Direct - Growth,Unrated,EQ-INTL,1/1/2013,2.35,-3.61,117.54,0.75,-,-,15.39,9.3
118548,Franklin India  PENSION PLAN - Direct - Growth,* * * * *,EQ-S INFRA,1/1/2013,0.96,-10.59,1135.76,1.03,0.85,6.62,16.62,23.48
118546,Franklin India BALANCED FUND - Direct - Growth,* * * * *,EQ-S INFRA,1/1/2013,0.96,-10.59,1135.76,1.03,0.85,6.62,16.62,23.48
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,* * * * *,EQ-S INFRA,1/1/2013,0.96,-10.59,1135.76,1.03,0.85,6.62,16.62,23.48
118531,Franklin India Bluechip Fund- Direct - Growth,* *,EQ-LC,1/1/2013,1.23,-3.76,7685.4,0.65,0.93,-2.38,13.01,13.99
118508,Franklin India Cash Management Account - Direct - Growth,* *,EQ-LC,1/1/2013,1.23,-3.76,7685.4,0.65,0.93,-2.38,13.01,13.99
118553,Franklin India Corporate Bond Opportunities Fund - Direct - Growth,* *,EQ-LC,1/1/2013,1.23,-3.76,7685.4,0.65,0.93,-2.38,13.01,13.99
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,* *,EQ-LC,1/1/2013,1.23,-3.76,7685.4,0.65,0.93,-2.38,13.01,13.99
118543,Franklin India Dynamic PE Ratio Fund Of Funds - Direct - Growth,* *,EQ-LC,1/1/2013,1.23,-3.76,7685.4,0.65,0.93,-2.38,13.01,13.99
129441,Franklin India Feeder - Franklin European Growth Fund - Direct - Dividend,* * *,EQ-MLC,1/1/2013,1.12,-4.34,11304.13,0.69,0.9,-1.17,13.59,17.71
129440,Franklin India Feeder - Franklin European Growth Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,1.12,-4.34,11304.13,0.69,0.9,-1.17,13.59,17.71
118551,Franklin India Feeder - Franklin US Opportunities Fund - Direct - Growth,Unrated,EQ-INTL,5/16/2014,0.48,-4.5,18.33,0.06,-,-,7.91,-
118510,Franklin India FLEXI CAP FUND - Direct - Growth,Unrated,EQ-INTL,1/2/2013,0.9,19.18,746.43,0.89,-,-,18.99,11.44
118502,Franklin India GOVERNMENT SECURITIES FUND - Composite Plan - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118498,Franklin India GOVERNMENT SECURITIES FUND - Long Term Plan - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118504,Franklin India GOVERNMENT SECURITIES FUND PF PLAN - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118499,Franklin India GOVERNMENT SECURITIES FUND TREASURY PLAN - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118563,Franklin India High Growth Companies Fund - Direct - Dividend,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118564,Franklin India High Growth Companies Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118569,Franklin India INCOME BUILDER ACCOUNT - Direct - GROWTH,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118554,Franklin India Income Opportunities Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,0.99,-7.25,7527.5,0.86,0.96,0.68,15.88,20.44
118545,Franklin India INDEX FUND BSE PLAN - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118581,Franklin India INDEX FUND NIFTY PLAN - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118512,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118514,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118516,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118518,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118519,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118530,Franklin India Low Duration Fund - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118574,Franklin India MONTHLY INCOME PLAN - Direct - GROWTH,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
132989,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118539,Franklin INDIA OPPORTUNITIES FUND - Direct - Growth,* *,EQ-LC,1/1/2013,0.7,2.92,249.44,0.82,0.99,-0.85,15.89,12.72
118533,Franklin India PRIMA FUND - Direct - Growth,Unrated,EQ-THEMATIC,1/1/2013,2.04,-9.07,573.75,0.52,0.98,-2.16,13.38,16.66
118535,Franklin India PRIMA PLUS - Direct - Growth,* * * *,EQ-MC,1/1/2013,0.99,-9.39,6457.92,0.73,0.78,0.78,15.42,22.19
118506,Franklin India Savings Plus Fund - Direct - Growth,* * * *,EQ-MC,1/1/2013,0.99,-9.39,6457.92,0.73,0.78,0.78,15.42,22.19
