Scheme Code,Scheme Name,Rating,Category,Launch Date,Expense Ratio,ret_1yr,AUM,Sortino Ratio,Beta,Alpha,ret_3 yr,ret_5yr
118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,* * * *,EQ-MC,1/1/2013,0.99,-9.39,6457.92,0.73,0.78,0.78,15.42,22.19
118525,Franklin India Smaller Companies Fund - Direct - Growth,* * * *,EQ-MC,1/1/2013,0.99,-9.39,6457.92,0.73,0.78,0.78,15.42,22.19
118540,Franklin India TAXSHIELD - Direct - Growth,* * *,EQ-SC,1/1/2013,0.88,-18.64,6858.71,0.56,0.67,3.79,13.72,22.8
118537,Franklin India Technology Fund - Direct - Growth,* * *,EQ-ELSS,1/1/2013,1.18,-3.43,3666.3,0.65,0.84,-0.95,13.09,17.16
118577,Franklin India TREASURY MANAGEMENT ACCOUNT - Super Instittutional - Direct - Growth,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118606,Goldman Sachs CNX 500 Fund - Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118601,Goldman Sachs India Equity Fund - Direct Plan -Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118604,Goldman Sachs Short Term Fund - Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118931,HDFC Arbitrage Fund -Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
129052,HDFC ARBITRAGE FUND WHOLESALE PLAN GROWTH OPTION DIRECT PLAN,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118933,HDFC Balanced Fund -Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
128629,HDFC BANKING AND PSU DEBT FUND - Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
118935,HDFC Capital Builder Fund -Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98
119110,HDFC CM Call Plan -Direct Plan - Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
119092,HDFC CM Savings -Direct Plan - Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
118942,HDFC CM Treasury Advantage Plan -Direct Plan - Retail Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
118950,HDFC Core & Satellite Fund -Direct Plan - Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
128051,HDFC Corporate Debt Opportunities Fund - Direct Option - Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
130543,HDFC Dynamic PE Ratio Fund of Funds - Direct Growth,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06
118955,HDFC Equity Fund -Direct Plan - Growth Option,* * *,EQ-MLC,1/1/2013,1.34,-5.84,20855.6,0.9,1.13,1.99,19.58,16.84
119128,HDFC Equity Savings Fund -Direct Plan - Growth Option,Unrated,EQ-LC,6/9/2017,-,-7.59,1132.99,-,-,-,-,-
119112,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,Unrated,EQ-LC,6/9/2017,-,-7.59,1132.99,-,-,-,-,-
118961,HDFC Floating Rate Income Fund Short -Direct Plan - Wholesale Growth Option,Unrated,EQ-LC,6/9/2017,-,-7.59,1132.99,-,-,-,-,-
118927,HDFC Focused Large-Cap Fund -Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.91,-15.85,446.33,0.45,1.03,-2.84,13.07,14.6
119116,HDFC Gilt Fund Long Term Plan -Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.91,-15.85,446.33,0.45,1.03,-2.84,13.07,14.6
119114,HDFC Gilt Fund Short Term Plan -Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.91,-15.85,446.33,0.45,1.03,-2.84,13.07,14.6
118969,HDFC Growth Fund -Direct Plan - Dividend Option,* *,EQ-MLC,1/1/2013,1.91,-15.85,446.33,0.45,1.03,-2.84,13.07,14.6
118968,HDFC Growth Fund -Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.91,-15.85,446.33,0.45,1.03,-2.84,13.07,14.6
119081,HDFC HIF Short Term -Direct Plan - Growth Option,*,EQ-L&MC,1/1/2013,2.21,-7.7,1218.12,0.53,0.85,-2.33,12.55,9.3
119075,HDFC High Interest Fund - Dynamic Plan -Direct Plan - Growth Option,*,EQ-L&MC,1/1/2013,2.21,-7.7,1218.12,0.53,0.85,-2.33,12.55,9.3
119069,HDFC Income Fund -Direct Plan - Growth Option,Unrated,EQ-THEMATIC,11/30/2017,-,-15.08,2991.22,-,-,-,-,-
130555,HDFC Inflation Indexed Bond Fund - Direct Growth,* * *,EQ-LC,1/1/2013,0.1,3.77,534.4,0.89,1,-0.31,16.78,13.52
118979,HDFC Infrastructure Fund -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
130498,HDFC Large Cap Fund - Direct Growth Plan,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
119091,HDFC Liquid Fund -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
118929,HDFC Long Term Advantage Fund -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
118987,HDFC Medium Term Opportunities Fund -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
119118,HDFC MF MIP LTP -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
119121,HDFC MF MIP STP -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
118989,HDFC Mid Cap Opportunities Fund -Direct Plan - Growth Option,*,EQ-S INFRA,1/1/2013,1.75,-32.23,795.7,-0.01,1.28,-4.73,6.11,11.93
119131,HDFC Multiple Yield Fund Plan 2005-Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1.16,-12.76,20381.31,0.72,0.91,0.3,16.13,21.03
119062,HDFC Premier Multicap -Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1.16,-12.76,20381.31,0.72,0.91,0.3,16.13,21.03
118991,HDFC Prudence Fund -Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1.16,-12.76,20381.31,0.72,0.91,0.3,16.13,21.03
119079,HDFC Regular Savings Fund -Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1.16,-12.76,20381.31,0.72,0.91,0.3,16.13,21.03
119016,HDFC Short Term Opportunities Fund -Direct Plan - Growth Option,Unrated,EQ-MLC,2/25/2016,1.32,-6.42,595.98,-,-,-,-,-
130503,HDFC Small Cap Fund - Direct Growth Plan,Unrated,EQ-MLC,2/25/2016,1.32,-6.42,595.98,-,-,-,-,-
119060,HDFC TaxSaver -Direct Plan - Growth Option,* * * * *,EQ-SC,1/1/2013,0.81,-10.97,6163.89,1.03,0.75,10.64,22.37,21.49
119018,HDFC Top 200 Fund -Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.44,-1.76,15397.69,1.06,1.09,1.84,19.59,16.12
120077,HSBC - Small Cap Fund - Growth Direct,* * * *,EQ-LC,1/1/2013,1.44,-1.76,15397.69,1.06,1.09,1.84,19.59,16.12
127071,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct,Unrated,EQ-INTL,2/24/2014,1.62,6.23,6.5,1.19,-,-,16.71,-
120035,HSBC Brazil Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120038,HSBC Cash Fund -  Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120059,HSBC Debt Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120081,HSBC Dividend Yield Equity Fund-Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120042,HSBC Dynamic Asset Allocation Fund-Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120048,HSBC Flexi Debt Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120054,HSBC Floating Rate Fund - Long Term Plan - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
120057,HSBC Gilt Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-
133714,HSBC Global Consumer Opportunities Fund - Growth Direct,Unrated,EQ-INTL,2/23/2015,1.67,5.06,3.71,0.67,-,-,14.01,-
120043,HSBC Global Emerging Market Fund - Growth Direct,Unrated,EQ-INTL,2/23/2015,1.67,5.06,3.71,0.67,-,-,14.01,-
120034,HSBC Infrastructure Equity Fund - Growth Direct,*,EQ-S INFRA,1/1/2013,2.14,-40.69,101.44,-0.18,1.21,-7.25,3.3,11.53
120030,HSBC Large Cap Equity Fund - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
120066,HSBC Low Duration Fund - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
129197,HSBC Managed Solutions - Convervative - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
129201,HSBC Managed Solutions - Growth - Dividend Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
129200,HSBC Managed Solutions - Growth - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
129193,HSBC Managed Solutions - Moderate - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
120072,HSBC MIP-Regular Plan-Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54
120046,HSBC Multi Cap Equity Fund - Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39
120073,HSBC Regular Savings Plan-Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39
120062,HSBC Short Duration Fund - Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39
120069,HSBC Small Cap Equity Fund - Growth Direct,* *,EQ-SC,1/1/2013,1.7,-29.59,718.5,0.28,0.96,1.02,10.58,18.56
120079,HSBC Tax Saver Equity Fund - Growth Direct,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29
120242,ICICI Prudential Advisor Series Long Term Saving Plan - Direct Plan - Growth,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29
120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,* * * *,EQ-S BANK,1/1/2013,1.15,-2.93,2639.37,1.21,0.98,2.8,26.49,25.06
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,* * * *,EQ-S BANK,1/1/2013,1.15,-2.93,2639.37,1.21,0.98,2.8,26.49,25.06
120310,ICICI Prudential Blended Plan A-Direct Plan -  Growth,Unrated,EQ-T Consumption,11/21/2018,-,-,31.47,-,-,-,-,-
120300,ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,Unrated,EQ-T Consumption,11/21/2018,-,-,31.47,-,-,-,-,-
120313,ICICI Prudential Cautious - Direct Plan -  Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-
131061,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-
120670,ICICI Prudential Corporate Bond Fund - Direct Plan -  Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120334,ICICI Prudential Dynamic - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120702,ICICI Prudential Dynamic Accrual Plan - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120582,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120688,ICICI Prudential Exports and Other Services Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-
120398,ICICI Prudential Flexible Income - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.45,-11.06,818.6,0.08,0.67,-4.53,9.09,14.63
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.47,6.64,509.22,0.87,0.87,2.65,17.89,16.02
120586,ICICI Prudential Focused Bluechip Equity Fund - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.47,6.64,509.22,0.87,0.87,2.65,17.89,16.02
120605,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92
120611,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92
123654,ICICI Prudential Global Stable Equity Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92
120743,ICICI Prudential Income - Direct Plan - Growth,Unrated,EQ-MLC,10/10/2014,-,-9.53,42.32,0.66,0.73,0.96,15.99,-
120619,ICICI Prudential Income Opportunities Fund - Direct Plan -  Growth,Unrated,EQ-MLC,10/10/2014,-,-9.53,42.32,0.66,0.73,0.96,15.99,-
120591,ICICI Prudential Indo Asia Equity Fund - Direct Plan -  Growth,Unrated,EQ-MLC,6/17/2016,-,-5.44,43.23,-,-,-,-,-
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120627,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120629,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120631,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120633,ICICI Prudential Interval Fund Half Yearly Interval Plan II - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120639,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120642,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120643,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120646,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120649,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120652,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120655,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120636,ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120638,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120661,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53
120197,ICICI Prudential Liquid - Direct Plan -  Growth,* * *,EQ-L&MC,1/1/2013,1.13,-8.49,2899.97,0.71,0.8,-0.7,14.09,13.51
120603,ICICI Prudential Long Term - Direct Plan -  Growth,* * *,EQ-L&MC,1/1/2013,1.13,-8.49,2899.97,0.71,0.8,-0.7,14.09,13.51
120592,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth,* * *,EQ-ELSS,1/1/2013,1.33,-2.61,5546.52,0.6,0.85,-0.75,13.83,16.53
120590,ICICI Prudential Long Term Gilt Fund - Direct Plan - Growth,* * *,EQ-ELSS,1/1/2013,1.33,-2.61,5546.52,0.6,0.85,-0.75,13.83,16.53
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59
120616,ICICI Prudential MIP - 25 - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59
120668,ICICI Prudential MIP - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59
120679,ICICI Prudential Moderate - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,* * * *,EQ-MLC,1/1/2013,1.34,-3.12,3102.98,0.98,0.85,1.71,16.15,17.52
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,* * * * *,EQ-LC,1/1/2013,0.44,-13.16,357.84,0.73,1.03,0.09,15.93,17.53
120685,ICICI Prudential Regular Gold Savings Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-
120676,ICICI Prudential Regular Income Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-
120711,ICICI Prudential Regular Savings Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-
120425,ICICI Prudential Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,2/21/2019,-,-,-,-,-,-,-,-
120722,ICICI Prudential Select Large Cap Fund - Direct Plan -  Growth,Unrated,EQ-MLC,2/21/2019,-,-,-,-,-,-,-,-
120754,ICICI Prudential Short Term - Direct Plan - Growth Option,Unrated,EQ-LC,9/18/2017,0.24,5.44,14.44,-,-,-,-,-
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,Unrated,EQ-LC,9/18/2017,0.24,5.44,14.44,-,-,-,-,-
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37
120596,ICICI Prudential Top 100 Fund - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37
120692,ICICI Prudential Ultra Short Term - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,Unrated,EQ-INTL,1/1/2013,1.1,18.75,248.59,1.08,-,-,16.91,12.32
120323,ICICI Prudential Value Discovery Fund - Direct Plan - Growth,* * *,EQ-VAL,1/1/2013,1.36,-6.94,15809.6,0.6,0.7,-3.45,12.07,18.64
120700,ICICI Prudential Very Aggressive - Direct Plan -  Growth,Unrated,EQ-MLC,10/28/2016,-,-11.89,269.77,-,-,-,-,-
127181,IDBI Credit Risk Fund Growth Direct,Unrated,EQ-S BANK,5/28/2018,0.46,-,163.59,-,-,-,-,-
128236,IDBI DIVERSIFIED EQUITY FUND Growth Direct,* *,EQ-MLC,3/28/2014,0.98,-6.44,341.53,0.53,0.79,-1.53,11.64,-
116811,IDBI Dynamic Bond Fund Growth Direct,Unrated,EQ-T DIV Y,12/17/2018,-,-,123.48,-,-,-,-,-
123637,IDBI Equity Advantage Fund - Growth Direct,* * *,EQ-ELSS,9/10/2013,0.81,-4.33,594.85,0.56,0.84,-0.92,12.64,19.42
118452,IDBI Equity Savings Fund Growth Option Direct,* * *,EQ-ELSS,9/10/2013,0.81,-4.33,594.85,0.56,0.84,-0.92,12.64,19.42
141920,IDBI FOCUSED 30 EQUITY FUND - Growth Direct,Unrated,EQ-LC,11/13/2017,0.39,-6,270.68,-,-,-,-,-
118341,IDBI Gilt Fund Growth Direct,Unrated,EQ-LC,11/13/2017,0.39,-6,270.68,-,-,-,-,-
139971,IDBI Hybrid Equity Fund Growth Direct,Unrated,EQ-S Pharma,2/22/2019,-,-,-,-,-,-,-,-
118344,IDBI India Top 100 Equity Fund Growth Direct,*,EQ-LC,1/1/2013,1.01,-5.4,370.49,0.43,0.95,-3.5,11.66,13.65
118345,IDBI Liquid Fund Growth Direct,*,EQ-LC,1/1/2013,1.01,-5.4,370.49,0.43,0.95,-3.5,11.66,13.65
140461,IDBI Midcap Fund Growth Direct,Unrated,EQ-MC,2/2/2017,1.01,-14.81,214.1,-,-,-,-,-
118347,IDBI NIFTY Index Fund Growth Direct,* *,EQ-LC,1/1/2013,0.2,3.34,220.17,0.84,1,-0.73,16.13,12.66
118348,IDBI Nifty Junior Index Fund Growth Direct,* * * *,EQ-LC,1/1/2013,0.23,-13.16,47.99,0.72,1.02,0.04,15.83,17.31
118349,IDBI Short Term Bond Fund Growth Direct,* * * *,EQ-LC,1/1/2013,0.23,-13.16,47.99,0.72,1.02,0.04,15.83,17.31
141475,IDBI Small Cap Fund - Growth Direct,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118350,IDBI UST Growth Direct,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118410,IDFC   All Seasons Bond Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118407,IDFC   Super Saver Income Fund - Short Term-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118426,IDFC  50-50 Strategic Sector Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118474,IDFC  Arbitrage Fund-Direct Plan- Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118485,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118486,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118416,IDFC  Dynamic Bond Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118464,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118766,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118470,IDFC  India GDP Growth Fund-Direct Plan-Dividend,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118471,IDFC  India GDP Growth Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118469,IDFC  Infrastructure Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118491,IDFC  Monthly Income Plan-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118371,IDFC  Ultra Short Term Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
121279,IDFC Banking & PSU Debt Fund-Direct Plan- Growth Option,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
